"MLBAMID","Name"
591701,"Alejandro Chacin"
595234,"Justin Haley"
605477,"Chad Smith"
605260,"Taylor Guerrieri"
605479,"Josh D. Smith"
605463,"Tayler Scott"
607162,"Onelki Garcia"
580792,"Nick Goody"
607320,"Ryan Merritt"
607216,"Joey Krehbiel"
607706,"Michael Roth"
608678,"Dominic Leone"
532077,"Roberto Osuna"
621385,"Daniel Stumpf"
623430,"Ryan Dull"
623439,"Ryan Garton"
623434,"Mike Hauschild"
612272,"Raudel Lazo"
573589,"Michael Ynoa"
571858,"Branden Kline"
602083,"Miguel Almonte"
622092,"Kyle Zimmer"
623406,"Shae Simmons"
516714,"Dario Alvarez"
545348,"Austin Maddox"
605143,"Ray Black"
572703,"Luke Bard"
606303,"Joel Payamps"
605301,"Williams Jerez"
621350,"Caleb Frare"
607727,"Jake Smith"
623913,"Wei-Chung Wang"
622490,"Robinson Leyer"
615868,"Gerardo Concepción"
628708,"Yunior Marte"
493117,"Kyuji Fujikawa"
547939,"Chang-Yong Lim"
627262,"Chris Smith"
543677,"Matt Ramsey"
572308,"José A. Váldez"
605525,"J.B. Wendelken"
600986,"Thyago Vieira"
600917,"José Leclerc"
602928,"Felix Jorge"
608032,"Carlos Estévez"
621290,"Dakota Bacus"
592858,"Rowan Wick"
592831,"Konner Wade"
596027,"Dillon Maples"
600921,"Andrés Machado"
605309,"Keone Kela"
608167,"Jonathan Aro"
621078,"Brady Lail"
621094,"Jamie Callahan"
621142,"Ty Buttrey"
622774,"José Manuel Fernández"
621397,"Tyler Olson"
643329,"Brad Goldberg"
592280,"Ryan Eades"
571446,"Mark Appel"
592833,"Bobby Wahl"
571616,"Matt Dermody"
573009,"Joe Mantiply"
573016,"Kyle Martin"
592705,"Nick Rumbelow"
594580,"Sam Moll"
592422,"Jason Hursh"
605130,"Scott Barlow"
607951,"Jairo Labourt"
608601,"Luis Santos"
640448,"Kyle Finnegan"
622505,"Victor Alcántara"
641490,"Kyle Crockett"
641835,"Tim Mayza"
642152,"Lou Trivino"
621289,"Jaime Schultz"
621408,"Matt Marksberry"
621294,"Ben Heller"
621079,"Collin Wiles"
641501,"Tyler Danish"
623470,"Jake Newberry"
641850,"Kevin McGowan"
642083,"Aaron Slegers"
641838,"Kevin McCarthy"
642121,"Cole Sulser"
641871,"Keynan Middleton"
643617,"Zac Reininger"
643355,"Steve Hathaway"
643550,"Layne Somsen"
643361,"Kevin Herget"
592848,"Zack Weiss"
600965,"Ricardo Rodríguez"
624427,"Stephen Gonsalves"
640451,"Hunter Harvey"
642233,"Eric Yardley"
643511,"Tyler Rogers"
643325,"Chad Girodo"
570488,"Phillips Valdez"
592753,"Dan Slania"
648737,"Dalier Hinojosa"
646057,"Miguel Alfredo Gonzalez"
612434,"Miguel Castro"
622703,"Ronald Herrera"
641729,"Joe Jiménez"
641739,"Rob Kaminsky"
643316,"Paul Fry"
592288,"Kent Emanuel"
605501,"Stephen Tarpley"
626929,"Lewis Thorpe"
644364,"Víctor Arano"
592773,"Ryne Stanek"
621399,"Brady Feigl"
641384,"Akeem Bostick"
592233,"Stefan Crichton"
592155,"Cam Booser"
595897,"Nick Burdi"
605482,"Cy Sneed"
605447,"Jordan Romano"
595939,"Chris Ellis"
596101,"Justin Shafer"
605335,"Brandon Leibrandt"
605240,"Jace Fry"
605428,"Max Povse"
605469,"Chandler Shepherd"
605121,"Justin Anderson"
605338,"Jacob Lindgren"
607481,"Aaron Bummer"
607609,"A.J. Ladwig"
657117,"Austen Williams"
622161,"Eduardo Paredes"
622382,"Gabriel Moya"
621366,"Ryan Borucki"
624647,"Victor González"
642130,"Blake Taylor"
629496,"Chih-Wei Hu"
656240,"Scott Blewett"
656492,"Foster Griffin"
642226,"Matt Wotherspoon"
641632,"Conner Greene"
642840,"Joe Harvey"
641703,"Brent Honeywell"
656805,"Trevor Oaks"
641995,"Roel Ramírez"
656186,"Dan Altavilla"
643320,"Nick Gardewine"
643400,"Dusten Knight"
656547,"Jonathan Holder"
650556,"Bryan Abreu"
613317,"Kyle Bird"
656004,"Carlos Sanabria"
657044,"Ryan Thompson"
630263,"James Bourque"
657205,"Zac Curtis"
657209,"Dean Deetz"
657240,"Julian Merryweather"
592499,"Artie Lewicki"
657697,"Vinny Nittoli"
657624,"Josh James"
657514,"Brennan Bernardino"
657611,"Cam Hill"
657766,"Locke St. John"
657585,"Reed Garrett"
657770,"Eric Stout"
657670,"Greg Mahle"
656814,"Luis Ortiz"
656550,"Grant Holmes"
621383,"Tanner Banks"
657610,"Trevor Hildenberger"
643478,"Joe Palumbo"
642758,"Domingo Acevedo"
657786,"Jerry Vasto"
591672,"Osmer Morales"
642100,"Gabe Speier"
657745,"Bubby Rossman"
661255,"Yoan López"
623381,"Thomas Pannone"
642564,"Francis Martes"
642629,"Emmanuel Ramirez"
657031,"Josh Taylor"
656685,"Brett Martin"
657424,"Matt Gage"
600944,"David Paulino"
642546,"Jonathan Hernández"
650960,"Daniel Duarte"
656061,"Albert Abreu"
657093,"Spenser Watkins"
660422,"Jorge Guzmán"
658791,"Wei-Chieh Huang"
621114,"Ryan Burr"
621058,"Andrew Moore"
623474,"Jimmy Herget"
645307,"Ricardo Sanchez"
650959,"Marcos Diplán"
656945,"Tanner Scott"
664299,"Cristian Javier"
664875,"Justin Lawrence"
606944,"Cody Carroll"
605488,"Jeffrey Springs"
660494,"Rogelio Armenteros"
621248,"Ralph Garza Jr."
606983,"Koda Glover"
606478,"Pedro Araújo"
621016,"Jose Cuas"
656730,"Trevor Megill"
621259,"Brody Koerner"
622783,"Sandy Báez"
622780,"Angel Perdomo"
622256,"Patrick Weigel"
622259,"Trey Wingenter"
622253,"Dillon Tate"
623354,"Daniel Zamora"
620445,"José Mujica"
642578,"José Rodríguez"
642584,"Franklyn Kilome"
664139,"Ian Gibaut"
642048,"Tayler Saucedo"
650738,"Adonis Rosa"
664079,"Tyler Jay"
656271,"Brock Burke"
596074,"Bobby Poyner"
664126,"Pete Fairbanks"
664180,"Matt Hall"
664054,"Cody Stashak"
664682,"Ryan Meisinger"
664701,"Ben Taylor"
664856,"Chance Adams"
664852,"Jay Flaa"
664948,"Anthony Misiewicz"
664942,"James Naile"
605521,"Art Warren"
665093,"Zac Grotz"
607555,"Taylor Guilbeau"
621368,"Taylor Hearn"
621098,"Eric Hanhold"
622251,"Josh Staumont"
623433,"Nick Anderson"
642759,"Julian Fernández"
664202,"Tyler Cyr"
664849,"Danny Young"
665001,"Trevor Kelley"
665661,"Shea Spitzbarth"
646241,"Enmanuel De Jesus"
664157,"Travis Bergen"
660431,"Hector Perez"
659262,"Anderson Espinoza"
664042,"Travis Lakins Sr."
665048,"Hobie Harris"
600887,"Miguel Del Pozo"
608716,"Drew Steckenrider"
635903,"Chris Rowley"
663366,"Beau Burrows"
664918,"Kyle Keller"
641420,"Zack Burdi"
669912,"Kirby Snead"
670087,"Brandyn Sittinger"
669947,"Jesse Scholtens"
669199,"Lake Bachar"
605138,"Wes Benjamin"
620396,"Miguel Aguilar"
639373,"Gerson Bautista"
641656,"Ian Hamilton"
641672,"Thomas Hatch"
658305,"Edgar García"
660875,"Jesús Reyes"
663321,"Nick Hernandez"
664871,"Kyle Dowdy"
596035,"Reggie McClain"
640454,"Matt Krook"
670036,"Matt Festa"
663992,"Richard Lovelady"
640462,"A.J. Puk"
641726,"Daulton Jefferies"
665152,"Dean Kremer"
642060,"Cody Sedlock"
668674,"Lucas Erceg"
621363,"Colin Poche"
669854,"Ronel Blanco"
670990,"Yohan Ramírez"
608335,"Kyle Funkhouser"
650530,"Bryan Garcia"
660896,"Jorge Alcala"
670057,"Ryan Hartman"
621053,"Tyler Ferguson"
607755,"Andrew Vasquez"
656970,"Devin Smeltzer"
667427,"Zach Jackson"
642067,"Mike Shawaryn"
642659,"Raynel Espinal"
668684,"Tanner Tully"
660604,"Alan Rangel"
664944,"Cam Vieaux"
671345,"Jason Foley"
669424,"Jimmy Lambert"
607030,"Adam McCreery"
664129,"Geoff Hartlieb"
641576,"Bernardo Flores Jr."
668941,"JoJo Romero"
650204,"Norge Ruiz"
669064,"Brandon Bailey"
666215,"Forrest Whitley"
670871,"Guillo Zuñiga"
673316,"Luke Barker"
621592,"Eduardo Jiménez"
606996,"Kyle Hart"
641582,"Matt Foster"
669920,"Jason Alexander"
643532,"Sterling Sharp"
664350,"Sixto Sánchez"
642068,"Jordan Sheffield"
621129,"Kyle Cody"
657756,"Connor Seabold"
664161,"Matt Swarmer"
676831,"Kodi Whitley"
676961,"Caleb Boushley"
676684,"Will Vest"
621057,"Justin Garza"
621082,"Jake Lemoine"
621593,"Anthony Castro"
641329,"Bryan Baker"
641853,"David McKay"
641962,"CD Pelham"
642520,"Gerson Garabito"
649144,"Alex Wells"
650382,"Darwinzon Hernández"
650633,"Michael King"
656232,"Brandon Bielak"
656290,"Drew Carlton"
656412,"Alex Faedo"
656464,"Kevin Ginkel"
656620,"Gabe Klobosits"
656638,"Alex Lange"
656924,"Ryder Ryan"
663542,"Bryan Hudson"
663986,"Trevor Stephan"
664584,"Jhon Romero"
664714,"Ljay Newsome"
666214,"Joey Wentz"
668338,"Tyson Miller"
669276,"Dylan Lee"
669330,"Tyler Wells"
670046,"Kenny Rosenberg"
670090,"Wyatt Mills"
670161,"Parker Dunshee"
670167,"John Schreiber"
670426,"Phillip Diehl"
672911,"Jesus Cruz"
674944,"Sean Guenther"
670288,"Jake Fishman"
672391,"Kaleb Ort"
673258,"Michel Baez"
676534,"Calvin Faucher"
670124,"Adam Oller"
675916,"James Karinchak"
656793,"Nick Nelson"
663878,"Nate Pearson"
664069,"Ben Braymer"
676709,"Ty Tice"
663385,"Chad Smith"
641386,"Ben Bowden"
676886,"Jeremy Beasley"
657508,"Mike Baumann"
669105,"Zach Muckenhirn"
673904,"Jake Walsh"
656657,"Zach Logue"
663959,"Tyler Ivey"
675912,"Zac Lowther"
678226,"Daysbel Hernández"
665620,"Deivi García"
646242,"Jhonathan Díaz"
657272,"Erich Uelmen"
668687,"Andre Scrubb"
675919,"Nick Raquet"
675971,"Kyle Dohy"
664977,"Blake Cederlind"
676617,"Riley O'Brien"
677161,"Zack Kelly"
621051,"Steven Wilson"
662253,"Andrés Muñoz"
669711,"Greg Weissert"
665733,"Antonio Santos"
676755,"Isaac Mattson"
641743,"Anthony Kay"
681871,"Eli Villalobos"
663558,"Jovani Morán"
676254,"Ryan Walker"
660600,"Enoli Paredes"
676614,"Bryan Sammons"
656981,"Peter Solomon"
656266,"J.B. Bukauskas"
668754,"Braden Bristo"
680704,"Nick Sandlin"
660593,"Denyi Reyes"
676710,"Kutter Crawford"
676637,"Phoenix Sanders"
681982,"Grant Anderson"
670102,"Bowden Francis"
668948,"Kirk McCarty"
676194,"Jackson Tetreault"
644429,"Anderson Severino"
666674,"Edwar Colina"
663969,"Tyler Phillips"
622379,"Luis F. Castillo"
629498,"Johan Quezada"
642585,"Félix Bautista"
642657,"Cristofer Ogando"
650911,"Cristopher Sánchez"
656008,"Aneurys Zabala"
656848,"Michael Petersen"
660730,"Elvin Rodríguez"
660825,"Eduard Bazardo"
660906,"Francisco Pérez"
661309,"Adrián Martinez"
661383,"Oliver Ortega"
661395,"Jhoan Duran"
661403,"Emmanuel Clase"
661527,"Seth Martinez"
661563,"Luis Gil"
663770,"Demarcus Evans"
663975,"Nick Duron"
663989,"Nick Vespi"
664294,"Dauri Moreta"
664744,"Jose Espada"
664747,"Alexis Díaz"
665734,"Angel Felipe"
666204,"Dany Jiménez"
621139,"Brooks Kriske"
628345,"Darien Núñez"
641585,"J.P. France"
642016,"Daniel Robert"
642216,"Allan Winans"
642834,"Jonathan Bermúdez"
656234,"Jake Bird"
656382,"Tommy Doyle"
656458,"Lucas Gilbreath"
656641,"Jacob Latz"
656671,"Josh Maciejewski"
656755,"Bryce Montes de Oca"
656786,"Parker Mushinski"
656820,"Nicholas Padilla"
656913,"Seth Romero"
656986,"Bennett Sousa"
657248,"Glenn Otto Jr."
657265,"Peter Strzelecki"
660787,"Yerry De los Santos"
663436,"Davis Martin"
663455,"Konnor Pilkington"
663485,"Cole Sands"
663546,"Sean Hjelle"
663556,"Shane McClanahan"
663568,"Stephen Kolek"
663623,"Jake Irvin"
663658,"Thaddeus Ward"
663687,"Hogan Harris"
663704,"James McArthur"
663738,"Daniel Lynch IV"
663767,"Chase Shugart"
663795,"Justin Hagenman"
663804,"Jackson Kowar"
663893,"Brendon Little"
663941,"Tristan Beck"
664776,"Jake Cousins"
664991,"Grant Wolfram"
665622,"Luis Medina"
665625,"Elvis Peguero"
665645,"Kervin Castro"
665660,"Elvis Alvarado"
665854,"Luis Oviedo"
665871,"Javier Assad"
665896,"José Marte"
666142,"Cole Ragans"
666168,"Mason Thompson"
666207,"Riley Pint"
666208,"Alex Speas"
666277,"George Soriano"
666364,"Jordan Balazovic"
666619,"Gregory Santos"
666622,"Brailyn Marquez"
666659,"Sauryn Lao"
666661,"Juan Morillo"
666711,"Joel Peguero"
666720,"Yerry Rodríguez"
666721,"Max Castillo"
666808,"Camilo Doval"
666818,"Luis Frías"
667373,"Angel Rondón"
667465,"Aaron Fletcher"
667725,"Kyle Tyler"
667755,"José Soriano"
668390,"Cole Winn"
668470,"Hagen Danner"
668834,"Easton McGee"
668881,"Hunter Greene"
668943,"Ryan Miller"
668964,"Tobias Myers"
669020,"Ryan Rolison"
669022,"MacKenzie Gore"
669084,"DL Hall"
669093,"Jeremiah Estrada"
669135,"Mac Sceroler"
669169,"Jonathan Heasley"
669302,"Logan Gilbert"
669308,"Sean Reynolds"
669358,"Shane Baz"
669391,"Owen White"
669395,"Dylan Coleman"
669422,"Matt Sauer"
669438,"Mason Englert"
669461,"Matthew Liberatore"
669618,"Joe Barlow"
669724,"Brenan Hanifee"
669735,"Chris Rodriguez"
669796,"Jose E. Hernandez"
669804,"Angel De Jesus"
669935,"A.J. Alexy"
670050,"Stephen Ridings"
670059,"Colin Holderman"
670103,"Raymond Burgos"
670174,"Josh Winckowski"
670550,"Nivaldo Rodriguez"
670810,"Logan Gillaspie"
671305,"Michel Otañez"
671737,"Taj Bradley"
672456,"Keider Montero"
672552,"Jack O'Loughlin"
672582,"Angel Zerpa"
672710,"Roansy Contreras"
672715,"Luis Patiño"
672730,"Juan Then"
672782,"Yoendrys Gómez"
672839,"Francisco Morales"
672841,"Carlos Vargas"
672860,"Prelander Berroa"
673111,"José Lopez"
673380,"Dedniel Núñez"
673820,"Robinson Piña"
673858,"Jake Wong"
674285,"Eduardo Salazar"
674370,"Osvaldo Bido"
674384,"Eduarniel Núñez"
674444,"Steven Cruz"
674681,"Michael Plassmeyer"
675627,"Michael Grove"
675650,"Michael Mercado"
675848,"Juan Mejia"
675989,"Cody Bolton"
676051,"Codi Heuer"
676083,"Janson Junk"
676092,"Collin Snider"
676103,"Damon Jones"
676130,"José Buttó"
676206,"Freddy Tarnok"
676282,"Joey Cantillo"
676395,"Robert Garcia"
676510,"Nolan Hoffman"
676568,"Ricky Vanasco"
676571,"PJ Poulin"
676641,"Beau Sulser"
676660,"Jared Solomon"
676661,"Max Lazar"
676664,"JP Sears"
676680,"Tom Cosgrove"
676689,"Ricky Karcher"
676702,"Hunter Stratton"
676714,"Brandon Hughes"
676720,"Tommy Romero"
676742,"Cam Sanders"
676760,"Ron Marinaccio"
676766,"Nick Snyder"
676775,"Keaton Winn"
676962,"Ben Brown"
676969,"Brett de Geus"
677020,"Josh Walker"
677076,"Clayton Andrews"
677952,"Braxton Ashcraft"
677976,"Randy Dobnak"
678061,"Ray Kerr"
678215,"Luarbert Arias"
678316,"Omar Cruz"
678368,"Valente Bellozo"
678394,"Brayan Bello"
678495,"Randy Rodríguez"
678606,"Jose A. Ferrer"
678692,"Ronny Henriquez"
678821,"Luis Peralta"
678906,"Kai-Wei Teng"
679346,"Edgar Navarro"
679883,"Luinder Avila"
679885,"Justin Martinez"
679922,"Carlos Duran"
680430,"Nick Allgeyer"
680570,"Grayson Rodriguez"
680572,"Adam Kloffenstein"
680573,"Simeon Woods Richardson"
680689,"Lyon Richardson"
680692,"Jonathan Stiever"
680694,"Kyle Bradish"
680701,"John Rooney"
680702,"Joey Gerber"
680723,"Drew Rom"
680735,"Austin Cox"
680739,"Josh Winder"
680742,"Jonathan Bowlan"
680755,"Braydon Fisher"
680767,"Victor Vodnik"
680983,"Kelvin Cáceres"
681168,"Luis Curvelo"
681190,"Randy Vásquez"
681347,"Mike Burrows"
681402,"Gus Varland"
681464,"Frank German"
681517,"Kyle Leahy"
681676,"Ryan Fernandez"
681751,"Lazaro Estrada"
681799,"Ethan Roberts"
681806,"Andrew Wantz"
681808,"Chris Vallimont"
681810,"Austin Warren"
681857,"Reese Olson"
681867,"Cooper Criswell"
681869,"Shawn Dubin"
681870,"Erik Sabrowski"
681882,"Colin Selby"
681885,"Evan Lee"
681892,"Kody Funderburk"
681895,"Evan Sisk"
682010,"Lane Ramsey"
682016,"William Woods"
682027,"Cam Alldred"
682051,"Garrett Hill"
682052,"Jacob Lopez"
682120,"Tim Herrin"
682144,"Jayvien Sandridge"
682171,"Penn Murfee"
682175,"Joe Jacques"
682274,"Yaramil Hiraldo"
682610,"Roddery Muñoz"
682842,"Abner Uribe"
682967,"Devin Sweet"
683068,"Zach Penrod"
663903,"Brady Singer"
666745,"Jhony Brito"
663752,"Cody Morris"
663534,"Nash Walters"
663971,"Blair Calvo"
666171,"Ryan Zeferjahn"
668970,"Gavin Hollowell"
669923,"George Kirby"
682227,"Brandon Williamson"
686249,"Nathan Wiles"
686747,"Joe La Sorsa"
687606,"Paxton Schultz"
688010,"Nate Fisher"
663362,"Matt Waldron"
663462,"Isaiah Campbell"
663671,"Nic Enright"
669620,"Brady Basso"
671111,"Sammy Peralta"
675540,"Xzavion Curry"
682825,"Luis Mey"
683769,"Hunter Gaddis"
686539,"Declan Cronin"
686580,"Justin Slaten"
686651,"Levi Stoudt"
686654,"Ty Adcock"
686842,"McKinley Moore"
686972,"Cole Waites"
687014,"Nick Avila"
687330,"Kevin Kelly"
687849,"Zak Kent"
666374,"Matt Brash"
685410,"Peyton Battenfield"
691094,"Randy Wynne"
689167,"Jeff Lindgren"
664351,"Luis Contreras"
663562,"Noah Davis"
671162,"Connor Thomas"
686613,"Hunter Brown"
687911,"Bryan King"
666974,"Yennier Cano"
668868,"Zack Thompson"
668984,"Casey Legumina"
670241,"Darius Vines"
677053,"Andrew Nardi"
681006,"Josh Simpson"
682990,"Quinn Priester"
686751,"Seth Johnson"
686839,"Brendan White"
687074,"Tyler Owens"
687424,"Anthony Maldonado"
687830,"Sawyer Gipson-Long"
687888,"Brandon Walter"
687922,"Easton Lucas"
688427,"Kolton Ingram"
689225,"Beau Brieske"
669467,"Andre Pallante"
680604,"Blas Castaño"
686294,"Amos Willingham"
687166,"Austin Pope"
669193,"Jack Little"
687362,"Connor Gillispie"
668874,"Blair Henley"
669704,"Kade Strowd"
685314,"Andrew Saalfrank"
668873,"Caleb Kilian"
669684,"Chris Murphy"
671131,"Jackson Rutledge"
686752,"Ryan Pepiot"
687798,"Nick Robertson"
663947,"Tyler Holton"
687377,"Orlando Ribalta"
669062,"Erik Miller"
673965,"Caleb Freeman"
683155,"Joey Estes"
685801,"Hunter Bigge"
686753,"Drey Jameson"
686796,"Blake Walston"
674072,"Tommy Henry"
663773,"Bryan Hoeing"
688497,"Taylor Rashi"
687847,"Marc Church"
663629,"Ethan Small"
666157,"Nick Lodolo"
687792,"DJ Herz"
687863,"Porter Hodge"
687134,"Bradley Blalock"
689520,"Cody Laweryson"
687473,"Ryan Gusto"
691951,"Sam Aldegheri"
686790,"Trevor McDonald"
692024,"Alex Carrillo"
681151,"Jayden Murray"
682790,"Wikelman González"
683409,"Angel Chivilli"
683568,"Jairo Iriarte"
683618,"Edgardo Henriquez"
683627,"Anthony Molina"
686228,"Juan Burgos"
691548,"Rolddy Muñoz"
679525,"Alec Marsh"
685107,"Anthony Veneziano"
685493,"Shun Yamaguchi"
676979,"Garrett Crochet"
676106,"Emerson Hancock"
694363,"Jared Shuster"
676917,"Cade Cavalli"
676974,"Max Meyer"
686826,"Bryce Jarvis"
677961,"Cole Wilcox"
676272,"Bobby Miller"
689017,"Landon Knack"
666154,"Karl Kauffmann"
690925,"Clayton Beeter"
677944,"Slade Cecconi"
685068,"Carson Ragsdale"
660365,"Hyeon-Jong Yang"
669165,"Kyle Hurt"
617228,"Hirokazu Sawamura"
657649,"Jared Koenig"
667478,"Evan Kravetz"
668933,"Graham Ashcraft"
669371,"Cole Henry"
669387,"Carmen Mlodzinski"
669713,"Hayden Wesneski"
669721,"Davis Daniel"
670183,"Garrett Acton"
670219,"Zac Kristofak"
671106,"Logan Allen"
671109,"Jake Eder"
674003,"Cody Bradford"
676105,"Jeff Criswell"
679156,"Walter Pennington"
679358,"Eric Orze"
680730,"Mitchell Parker"
682847,"Luis Ortiz"
683175,"Connor Phillips"
685005,"Christian Roa"
685126,"Brandon Eisert"
685299,"Tanner Gordon"
686610,"Ken Waldichuk"
686730,"Carson Spiers"
686799,"Jack Kochanowicz"
686973,"Louis Varland"
686993,"Justin Sterner"
687003,"Brian Van Belle"
687396,"Brent Headrick"
687765,"Mitch Spence"
690544,"Bailey Horn"
690953,"Mick Abel"
690986,"Kyle Harrison"
691172,"Yosver Zulueta"
691587,"Eury Pérez"
693312,"Kyle Nicolas"
693821,"Bryce Elder"
694297,"Brandon Pfaadt"
694350,"Zach Brzykcy"
694361,"Will Klein"
694813,"Gavin Stone"
699911,"Dugan Darnell"
687064,"Brandon Young"
683003,"Jared Jones"
671922,"Cade Smith"
669372,"J.T. Ginn"
668716,"Noah Murdock"
685116,"Austin Kitchen"
694037,"Daniel Palencia"
693855,"Ian Seymour"
669111,"John McMillon"
691251,"Andry Lara"
691441,"Cristian Mena"
692030,"Jose Corniell"
681432,"Luke Little"
699134,"Bradgley Rodriguez"
700270,"Yilber Díaz"
689981,"River Ryan"
700669,"Gordon Graceffo"
702795,"Ryan Loutos"
686642,"Fraser Ellard"
701552,"Andre Granillo"
687287,"Patrick Monteverde"
695445,"Chase Lee"
671212,"Joe Boyle"
679775,"Kyle Backhus"
689690,"Alek Jacob"
694335,"Matt Svanson"
694851,"Andrew Hoffmann"
696147,"Sam Bachman"
682254,"Mason Montgomery"
688107,"Robert Gasser"
681066,"Ky Bush"
680232,"Jackson Wolf"
680897,"Nick Nastrini"
682243,"Bryce Miller"
686218,"Emmet Sheehan"
686701,"Ryan Bergert"
694646,"Chayce McDermott"
696149,"Bubba Chandler"
700241,"Michael McGreevy"
680732,"Sean Burke"
703231,"James Meeker"
671096,"Andrew Abbott"
674841,"Andrew Alvarez"
681293,"Spencer Arrighetti"
689266,"Dylan Dodd"
701643,"Grant Hartwig"
673929,"Jordan Leasure"
700363,"AJ Smith-Shawver"
680880,"Grant Holman"
685326,"McCade Brown"
687145,"Evan Justice"
697812,"Joe Rock"
687924,"Julian Aguiar"
700249,"Cade Povich"
701581,"David Festa"
681217,"Chase Silseth"
694738,"Landen Roupp"
693313,"Carson Seymour"
676508,"Ben Casparius"
696136,"Jordan Wicks"
678024,"Mike Vasil"
680891,"Jack Neely"
681035,"Christian Scott"
694477,"Chad Patrick"
668909,"Gavin Williams"
676428,"Brant Hurter"
676440,"Tanner Bibee"
680744,"Ty Madden"
680951,"Doug Nikhazy"
681916,"Dylan Smith"
687589,"Dom Hamel"
690916,"Richard Fitts"
692230,"Carlos Rodriguez"
695534,"Chase Petty"
696131,"Mason Black"
701487,"Pierson Ohl"
701519,"Travis Adams"
701542,"Will Warren"
702070,"Noah Cameron"
695549,"Jackson Jobe"
801216,"Christian Montes De Oca"
702352,"Spencer Bivens"
690928,"Hunter Dobbins"
676263,"Jack Dreyer"
677955,"Jaden Hill"
693433,"Bryan Woo"
800311,"Didier Fuentes"
692285,"Luis Guerrero"
680736,"Justin Wrobleski"
688297,"Chris Roycroft"
676467,"Colton Gordon"
680684,"Gunnar Hoglund"
690829,"Ben Joyce"
678022,"Jack Perkins"
701656,"Logan Henderson"
690382,"Michael Darrell-Hicks"
702674,"Caden Dana"
682989,"Victor Mederos"
688642,"Zach Agnos"
689254,"Mason Fluharty"
801434,"Paul Gervase"
669449,"Jake Palisch"
687209,"Zach Maxwell"
687223,"Carson Palmquist"
688158,"David Morgan"
694819,"Jacob Misiorowski"
806185,"Hayden Birdsong"
687931,"Carson Whisenhunt"
681343,"Shane Smith"
694918,"Blade Tidwell"
686563,"Jonathan Cannon"
686930,"Mason Barnett"
680729,"Garrett McDaniels"
695243,"Mason Miller"
805123,"AJ Blubaugh"
689147,"Orion Kerkering"
675512,"Troy Melton"
806188,"Cade Gibson"
805673,"Zebby Matthews"
673540,"Kodai Senga"
660261,"Shintaro Fujinami"
677958,"Kumar Rocker"
680885,"Spencer Schwellenbach"
690990,"Cade Horton"
700187,"Troy Taylor"
701121,"Logan VanWey"
800049,"Adam Mazur"
802686,"Hayden Harris"
689672,"Drew Thorpe"
695418,"Brad Lord"
800048,"Parker Messick"
802419,"Thomas Harrington"
805427,"Drew Sommers"
693645,"Cam Schlittler"
804636,"Jonah Tong"
806960,"Luis Morales"
814005,"Jake Bloss"
682995,"Hunter Barco"
684974,"Craig Yoho"
678020,"Seth Halvorsen"
801403,"Chase Dollander"
694462,"Hurston Waldrep"
805299,"Brandyn Garcia"
815083,"Mitch Farris"
813349,"Connelly Early"
694973,"Paul Skenes"
688138,"Logan Evans"
690997,"Nolan McLean"
691769,"Philip Abner"
808967,"Yoshinobu Yamamoto"
673513,"Yuki Matsui"
683822,"Naoyuki Uwasawa"
684007,"Shota Imanaga"
689958,"Andrew Walters"
684320,"Yariel Rodríguez"
687075,"Brandon Sproat"
695076,"Rhett Lowder"
820862,"José Fermin"
691799,"Grant Taylor"
702752,"Jonathan Pintaro"
608372,"Tomoyuki Sugano"
808963,"Roki Sasaki"
696270,"Ryan Johnson"
695505,"Chase Burns"
702056,"Trey Yesavage"
801139,"Payton Tolle"
543518,"Scott McGough"
607374,"Nick Tropeano"
502083,"Zach McAllister"
543261,"Jason Gurka"
452657,"Jon Lester"
458668,"Jordan Danks"
691373,"Jhostynxon Garcia"
112937,"Midre Cummings"
407820,"Josh Hancock"
124704,"Kevin Young"
123415,"Salomon Torres"
641541,"Jon Duplantier"
279615,"Sun-Woo Kim"
621056,"Hunter Wood"
606956,"Ryan Court"
669456,"Shane Bieber"
594986,"Kyle Ryan"
459967,"Sam LeCure"
592473,"Adam Kolarek"
115475,"Tim Harikkala"
605347,"Jorge López"
657140,"Kyle Wright"
502304,"David Carpenter"
642239,"Rob Zastryzny"
451198,"Cole Garner"
276356,"Wayne Franklin"
116734,"Todd Jones"
572143,"Burch Smith"
435438,"Mike Esposito"
434592,"Chris Resop"
460101,"Chris Robinson"
620982,"Ricardo Pinto"
408202,"Luis C. Garcia"
606273,"Roenis Elías"
133221,"Justin Speier"
519263,"A.J. Schugel"
445222,"Jack Cassel"
666211,"Taylor Trammell"
623485,"Ashton Goudeau"
519105,"Jarrod Parker"
408058,"Gary Johnson"
542960,"Brad Brach"
120824,"Paul Quantrill"
457133,"Wilkin Ramirez"
656354,"Austin Davis"
656627,"Mark Kolozsvary"
570649,"Yordano Ventura"
117094,"Gene Kingsale"
641745,"Brad Keller"
592863,"Mason Williams"
282905,"Andy Tracy"
276530,"Scott Linebrink"
430594,"Renyel Pinto"
474463,"Brett Anderson"
804668,"Rafael Flores Jr."
607430,"John Andreoli"
133982,"Bob Howry"
425606,"Kiko Calero"
276056,"Danys Baez"
136727,"Vladimir Nunez"
594838,"Phil Gosselin"
669309,"Joe Perez"
407803,"Mike Bynum"
666205,"Kyle Muller"
543643,"Jonathan Pettibone"
110015,"Paul Abbott"
