"","pitcher_id","year","pitches","stuff_rv_70","pitch_rv_150"
"3161",668933,2022,1650,-0.359,-0.535
"3162",668941,2022,270,-0.362,0.096
"3163",668948,2022,572,-0.204,-0.622
"3164",668970,2022,143,-0.245,-0.018
"3165",669022,2022,1247,0.072,0.416
"3166",669060,2022,1823,0.246,0.215
"3167",669084,2022,268,-0.428,-0.624
"3168",669093,2022,116,-0.847,-0.605
"3169",669145,2022,1119,0.491,0.373
"3170",669160,2022,474,-0.613,-0.687
"3171",669169,2022,1784,0.297,0.397
"3172",669194,2022,253,-0.476,-0.4
"3173",669203,2022,3256,-0.73,-0.767
"3174",669211,2022,1232,-0.216,-0.647
"3175",669212,2022,996,0.293,-0.356
"3176",669214,2022,24,0.207,1.878
"3177",669270,2022,896,-0.283,-0.638
"3178",669276,2022,750,-0.125,-0.335
"3179",669302,2022,2915,0.042,-0.027
"3180",669330,2022,1647,0.032,-0.403
"3181",669358,2022,443,-0.474,-0.358
"3182",669373,2022,1907,0.058,-0.076
"3183",669395,2022,1198,-0.419,0.022
"3184",669424,2022,809,0.167,0.269
"3185",669432,2022,1931,-0.373,-0.333
"3186",669456,2022,2868,0.278,0.082
"3187",669459,2022,590,0.354,0.606
"3188",669461,2022,643,0.355,0.669
"3189",669467,2022,1738,0.148,0.211
"3190",669618,2022,549,-0.478,-0.269
"3191",669622,2022,271,-0.874,-1.186
"3192",669674,2022,730,0.174,0.191
"3193",669711,2022,186,-0.381,0.192
"3194",669713,2022,495,0.189,-0.064
"3195",669804,2022,191,0.039,-0.157
"3196",669854,2022,119,-0.352,-0.107
"3197",669912,2022,773,0.369,0.12
"3198",669920,2022,1156,0.197,0.083
"3199",669923,2022,2069,0.183,-0.484
"3200",669935,2022,151,0.115,1.134
"3201",669952,2022,1709,0.22,0.431
"3202",670036,2022,874,-0.181,-0.55
"3203",670046,2022,191,0.497,1.719
"3204",670059,2022,425,-0.354,0.651
"3205",670090,2022,484,-0.651,0.121
"3206",670102,2022,9,0.18,2.693
"3207",670124,2022,1292,0.071,0.494
"3208",670167,2022,1010,-0.848,-0.587
"3209",670174,2022,1192,-0.149,-0.099
"3210",670280,2022,840,-0.174,-0.394
"3211",670288,2022,171,0.352,-0.015
"3212",670329,2022,136,-0.345,-0.174
"3213",670426,2022,120,0.255,0.913
"3214",670810,2022,261,-0.095,-0.356
"3215",670912,2022,978,0.102,0.124
"3216",670950,2022,1147,-0.714,-0.094
"3217",670955,2022,291,-0.22,0.518
"3218",670970,2022,538,0.083,-0.6
"3219",670990,2022,604,-0.564,0.326
"3220",671345,2022,960,-0.199,-0.673
"3221",671790,2022,301,0.177,0.766
"3222",672282,2022,2169,0.119,0.413
"3223",672335,2022,877,-0.288,-0.352
"3224",672391,2022,528,-0.553,-0.414
"3225",672578,2022,995,-0.221,-0.271
"3226",672582,2022,159,0.077,0.273
"3227",672710,2022,1584,0.293,0.38
"3228",672715,2022,388,-0.294,-0.135
"3229",672839,2022,79,-0.43,1.33
"3230",672851,2022,1183,0.291,0.688
"3231",672911,2022,162,-0.073,0.218
"3232",673258,2022,25,-0.776,0.968
"3233",673316,2022,54,-0.075,0.003
"3234",673904,2022,65,0.011,1.159
"3235",674072,2022,770,0.604,1.126
"3236",674681,2022,99,0.457,0.709
"3237",675540,2022,165,-0.085,-0.027
"3238",675627,2022,471,0.463,0.081
"3239",675911,2022,2274,-0.812,-0.843
"3240",675912,2022,100,-0.037,0.993
"3241",675916,2022,700,-0.73,-0.344
"3242",675921,2022,688,0.208,0.239
"3243",676050,2022,561,0.109,0.339
"3244",676083,2022,156,0.031,-0.083
"3245",676092,2022,563,-0.382,-0.284
"3246",676103,2022,104,-0.148,1.342
"3247",676130,2022,98,0.31,0.189
"3248",676194,2022,365,0.211,0.548
"3249",676206,2022,10,-0.248,-1.805
"3250",676265,2022,839,0.005,0.455
"3251",676391,2022,10,NA,NA
"3252",676477,2022,1160,-0.186,-0.46
"3253",676534,2022,431,-0.266,-0.241
"3254",676596,2022,657,-0.275,-0.894
"3255",676617,2022,23,1.098,2.172
"3256",676637,2022,213,0.674,0.431
"3257",676641,2022,360,0.177,0.214
"3258",676660,2022,156,-0.057,0.464
"3259",676664,2022,1076,0.645,0.658
"3260",676684,2022,1080,-0.224,-0.193
"3261",676710,2022,1294,-0.059,-0.282
"3262",676714,2022,928,0.037,0.557
"3263",676720,2022,191,0.326,1.371
"3264",676760,2022,755,-0.634,0.414
"3265",676766,2022,31,-0.357,1.976
"3266",676831,2022,266,0.263,0.769
"3267",676840,2022,149,-0.171,-0.713
"3268",676879,2022,1871,-0.375,-0.094
"3269",676886,2022,271,0.167,-0.13
"3270",676917,2022,97,-0.414,0.878
"3271",676974,2022,89,-0.571,-0.981
"3272",677053,2022,374,-0.03,-0.365
"3273",677161,2022,222,-0.38,0.002
"3274",677651,2022,2453,0.222,0.385
"3275",677865,2022,335,0.089,0.217
"3276",677960,2022,89,-0.348,1.248
"3277",678061,2022,88,-0.44,0.921
"3278",678394,2022,996,-0.484,-0.189
"3279",678692,2022,181,-0.492,0.687
"3280",680573,2022,91,0.569,0.47
"3281",680686,2022,2497,-0.126,0.125
"3282",680694,2022,1992,-0.359,-0.391
"3283",680704,2022,736,-0.478,-0.352
"3284",680739,2022,1111,0.103,0.255
"3285",681217,2022,497,-0.065,-0.212
"3286",681464,2022,84,-0.495,0.336
"3287",681799,2022,166,-0.65,-1.027
"3288",681806,2022,829,0.112,0.35
"3289",681810,2022,265,0.162,0.288
"3290",681867,2022,45,0.58,-1.638
"3291",681885,2022,165,0.748,1.977
"3292",681911,2022,945,-0.298,-0.386
"3293",682016,2022,31,-0.596,0.681
"3294",682027,2022,16,0.603,0.187
"3295",682051,2022,1017,0.411,0.774
"3296",682171,2022,1001,-0.053,-0.596
"3297",682847,2022,275,-0.65,-0.894
"3298",683232,2022,31,-0.817,-0.458
"3299",683769,2022,171,-0.03,-0.195
"3300",685503,2022,387,-0.007,1.129
"3301",686610,2022,585,0.293,0.291
"3302",686613,2022,309,0.034,-0.156
"3303",686752,2022,735,0.034,0.879
"3304",686753,2022,368,-0.288,-0.531
"3305",686972,2022,104,-0.154,0.299
"3306",686973,2022,410,0.023,-0.287
"3307",688010,2022,50,0.812,0.959
"3308",689225,2022,1286,0.189,0.035
"3309",693821,2022,871,0.126,0.3
"3310",424144,2021,46,0.331,0.81
"3311",425794,2021,3014,1.272,1.063
"3312",425844,2021,2551,1.044,1.359
"3313",429722,2021,1059,0.482,1.303
"3314",431148,2021,203,0.263,0.841
"3315",433589,2021,1050,0.887,1.618
"3316",445213,2021,475,0.084,0.617
"3317",445276,2021,1052,-0.398,-0.66
"3318",445926,2021,526,0.563,0.348
"3319",446099,2021,22,0.206,1.706
"3320",446321,2021,860,0.527,1.634
"3321",446372,2021,1249,0.191,0.742
"3322",448179,2021,2359,1.442,1.427
"3323",448281,2021,861,-0.16,-0.07
"3324",448855,2021,1171,0.173,0.92
"3325",450203,2021,2858,-0.171,0.071
"3326",451584,2021,760,0.402,1.241
"3327",452027,2021,313,0.901,1.418
"3328",452657,2021,2356,0.748,1.384
"3329",452678,2021,1,NA,NA
"3330",453178,2021,867,-0.227,-0.481
"3331",453192,2021,583,0.389,1.5
"3332",453265,2021,839,-0.018,0.226
"3333",453268,2021,1207,-0.196,0.178
"3334",453281,2021,786,0.736,1.233
"3335",453284,2021,697,0.595,1.4
"3336",453286,2021,2705,-0.363,-0.037
"3337",453343,2021,1043,0.211,0.305
"3338",453562,2021,1717,0.441,1.152
"3339",455119,2021,658,-0.052,-0.335
"3340",456034,2021,1148,0.361,0.514
"3341",456501,2021,1823,0.275,0.326
"3342",456713,2021,69,0.033,0.506
"3343",457759,2021,1,NA,NA
"3344",457915,2021,147,0.487,1.628
"3345",457918,2021,2644,0.758,1.327
"3346",458676,2021,340,0.813,1.482
"3347",458677,2021,568,0.088,0.683
"3348",458681,2021,2397,-0.135,0.095
"3349",458708,2021,748,0.852,0.881
"3350",459429,2021,850,0.026,-0.292
"3351",461325,2021,406,0.199,0.917
"3352",461872,2021,196,0.662,0.355
"3353",465657,2021,595,0.24,0.653
"3354",467008,2021,20,0.276,-0.679
"3355",468504,2021,1055,0.323,0.656
"3356",471911,2021,876,0.025,0.162
"3357",472551,2021,296,0.718,0.836
"3358",472610,2021,494,-0.752,-0.224
"3359",474463,2021,1408,0.614,1.33
"3360",475054,2021,22,0.711,0.385
"3361",475479,2021,150,0.073,0.975
"3362",476454,2021,19,0.379,5.496
"3363",476594,2021,168,0.117,1.083
"3364",476595,2021,1165,-0.376,1.081
"3365",477132,2021,1793,0.22,0.795
"3366",488748,2021,289,0.218,1.144
"3367",488984,2021,106,0.582,0.889
"3368",489119,2021,2544,0.504,0.976
"3369",489265,2021,1013,1.049,1.533
"3370",489334,2021,1253,0.664,0.996
"3371",491624,2021,751,0.938,1.691
"3372",491703,2021,66,-0.141,1.538
"3373",493603,2021,1095,0.008,0.656
"3374",500610,2021,1080,0.666,1.457
"3375",500779,2021,1157,0.587,1.165
"3376",501381,2021,1604,0.564,0.788
"3377",501593,2021,68,0.418,3.487
"3378",501625,2021,943,0.142,0.33
"3379",501789,2021,133,0.292,0.356
"3380",501925,2021,638,-0.18,0.178
"3381",501985,2021,2588,0.415,0.701
"3382",502042,2021,325,0.206,0.631
"3383",502043,2021,2835,0.285,1.044
"3384",502085,2021,206,-0.359,-0.037
"3385",502154,2021,288,0.583,1.532
"3386",502171,2021,1569,-0.108,0.288
"3387",502179,2021,1693,0.983,0.952
"3388",502202,2021,1013,-0.285,0.56
"3389",502210,2021,1,NA,NA
"3390",502239,2021,657,0.676,1.447
"3391",502273,2021,4,NA,NA
"3392",502327,2021,487,0.588,1.07
"3393",502522,2021,295,0.119,0.714
"3394",502593,2021,135,-0.508,0.86
"3395",502624,2021,783,0.214,0.646
"3396",502706,2021,827,-0.197,-0.006
"3397",502748,2021,91,0.576,2.068
"3398",503285,2021,153,0.173,0.601
"3399",503449,2021,1543,0.002,0.897
"3400",503556,2021,1,NA,NA
"3401",503569,2021,417,-0.156,0.868
"3402",505447,2021,35,0.049,0.103
"3403",506433,2021,2727,0.399,0.445
"3404",517008,2021,1076,0.011,1.279
"3405",518397,2021,252,0.014,0.215
"3406",518435,2021,46,-0.109,-0.182
"3407",518489,2021,197,-0.025,0.21
"3408",518516,2021,2248,0.683,1.097
"3409",518553,2021,1205,-0.387,0.996
"3410",518617,2021,1078,-0.548,0.22
"3411",518633,2021,999,0.224,0.213
"3412",518774,2021,2034,0.464,0.692
"3413",518813,2021,983,-0.086,0.969
"3414",518858,2021,275,-0.186,0.621
"3415",518876,2021,2295,0.264,0.751
"3416",518886,2021,979,-0.855,-0.288
"3417",519008,2021,502,0.296,0.906
"3418",519043,2021,1211,0.591,1.413
"3419",519048,2021,4,NA,NA
"3420",519076,2021,501,-0.029,0.856
"3421",519141,2021,424,-0.382,-0.231
"3422",519151,2021,936,-0.335,-0.763
"3423",519203,2021,4,NA,NA
"3424",519242,2021,720,-0.367,-0.098
"3425",519293,2021,1017,0.394,1.384
"3426",519326,2021,952,-0.048,0.19
"3427",519443,2021,511,0.824,1.157
"3428",519455,2021,82,0.833,2.17
"3429",520980,2021,59,0.396,1.109
"3430",521230,2021,1097,-1.097,-1.328
"3431",523260,2021,705,-0.465,0.105
"3432",527048,2021,1826,0.615,0.501
"3433",527054,2021,87,0.454,0.44
"3434",528748,2021,699,0.385,0.653
"3435",533167,2021,1058,0.28,0.987
"3436",534812,2021,20,1.089,2.762
"3437",534910,2021,86,0.689,2.648
"3438",541640,2021,387,-0.134,-0.217
"3439",542585,2021,1057,-0.398,0.02
"3440",542881,2021,2569,0.302,0.201
"3441",542882,2021,779,0.055,0.624
"3442",542888,2021,657,0.212,0.478
"3443",542914,2021,922,-0.252,0.413
"3444",542947,2021,667,0.454,-0.071
"3445",542960,2021,574,-0.496,-0.01
"3446",542992,2021,17,NA,NA
"3447",543022,2021,409,-0.134,1.163
"3448",543037,2021,2851,-0.645,-1.019
"3449",543045,2021,289,-0.644,-0.45
"3450",543056,2021,519,0.22,0.957
"3451",543101,2021,2426,0.018,0.326
"3452",543135,2021,2813,-0.365,-0.51
"3453",543238,2021,115,-0.582,-0.622
"3454",543243,2021,2204,-0.105,-0.004
"3455",543258,2021,28,0.427,0.154
"3456",543272,2021,1039,0.582,1.001
"3457",543278,2021,30,0.062,0.273
"3458",543294,2021,2742,0.848,1.005
"3459",543339,2021,845,-0.935,-0.374
"3460",543351,2021,386,-0.281,0.332
"3461",543456,2021,33,0.37,1.469
"3462",543475,2021,2769,0.525,0.686
"3463",543507,2021,1108,0.02,-0.041
"3464",543521,2021,927,0.325,0.445
"3465",543548,2021,130,0.587,1.318
"3466",543594,2021,491,0.701,1.319
"3467",543606,2021,1832,0.309,0.417
"3468",543699,2021,82,0.953,1.476
"3469",543766,2021,1330,-0.406,0.248
"3470",543883,2021,180,0.386,-0.069
"3471",543901,2021,159,0.812,1.445
"3472",544727,2021,1005,-0.804,-0.573
"3473",544931,2021,360,0.515,1.514
"3474",545333,2021,1644,0.319,0.313
"3475",545343,2021,540,0.281,0.409
"3476",547001,2021,544,0.522,0.701
"3477",547176,2021,173,0.293,0.71
"3478",547179,2021,472,0.104,0.236
"3479",547942,2021,1758,0.535,1.244
"3480",547943,2021,2362,0.952,0.722
"3481",547973,2021,962,-1.12,-0.276
"3482",548384,2021,850,0.251,0.814
"3483",548389,2021,1160,0.709,0.774
"3484",552640,2021,918,-0.482,-0.726
"3485",554340,2021,919,-0.549,-0.751
"3486",554430,2021,3134,-0.221,-0.511
"3487",554431,2021,1010,0.048,0.473
"3488",570240,2021,61,-0.009,1.342
"3489",570257,2021,746,-0.479,-0.055
"3490",570488,2021,677,-0.048,1.918
"3491",570632,2021,1683,0.011,0.928
"3492",570663,2021,1130,-0.609,0.139
"3493",570666,2021,899,0.211,-0.206
"3494",571479,2021,83,-0.168,0.724
"3495",571510,2021,1269,0.427,0.588
"3496",571521,2021,976,-0.497,1.411
"3497",571578,2021,2661,0.492,0.872
"3498",571656,2021,697,0.226,1.093
"3499",571666,2021,150,1.302,2.11
"3500",571670,2021,1043,-0.292,-0.422
"3501",571676,2021,249,0.924,2.124
"3502",571710,2021,866,-0.746,0.053
"3503",571735,2021,404,0.538,1.291
"3504",571760,2021,2152,-0.159,-0.071
"3505",571800,2021,334,0.427,1.009
"3506",571871,2021,349,0.064,0.849
"3507",571882,2021,292,0.021,0.644
"3508",571901,2021,815,-0.312,-0.492
"3509",571912,2021,12,NA,NA
"3510",571927,2021,2211,0.278,0.335
"3511",571945,2021,705,0.776,0.485
"3512",571946,2021,267,0.362,1.193
"3513",571948,2021,388,-0.192,-0.095
"3514",571951,2021,65,-0.026,0.69
"3515",572020,2021,24,-0.316,0.354
"3516",572070,2021,2132,-0.464,0.219
"3517",572125,2021,486,0.734,1.331
"3518",572143,2021,670,0.233,0.308
"3519",572193,2021,938,-0.007,1.056
"3520",572761,2021,21,NA,NA
"3521",572888,2021,466,0.188,1.295
"3522",572955,2021,1031,0.458,0.209
"3523",572971,2021,2697,0.478,0.982
"3524",573009,2021,604,-0.015,0.247
"3525",573062,2021,128,0.046,1.288
"3526",573109,2021,62,-0.069,1.443
"3527",573124,2021,624,-0.384,0.261
"3528",573127,2021,47,0.549,2.508
"3529",573186,2021,2711,-0.519,0.065
"3530",573204,2021,1068,0.249,0.214
"3531",573668,2021,649,-0.503,1.04
"3532",579328,2021,2438,-0.181,0.334
"3533",592094,2021,192,0.229,1.582
"3534",592135,2021,442,0.288,0.661
"3535",592145,2021,185,0.742,2.627
"3536",592165,2021,42,0.215,0.422
"3537",592169,2021,273,0.343,1.244
"3538",592222,2021,545,0.451,1.18
"3539",592233,2021,378,0.456,1.795
"3540",592254,2021,333,-0.395,0.883
"3541",592273,2021,26,NA,NA
"3542",592288,2021,240,0.166,0.55
"3543",592314,2021,2164,0.346,0.733
"3544",592332,2021,2955,-0.272,-0.212
"3545",592346,2021,1618,0.455,0.766
"3546",592351,2021,2511,0.19,0.681
"3547",592390,2021,1075,-0.47,-0.212
"3548",592426,2021,1025,-0.619,-0.049
"3549",592464,2021,45,0.701,2.484
"3550",592473,2021,189,0.114,0.909
"3551",592612,2021,229,0.462,0.931
"3552",592644,2021,961,0.748,1.382
"3553",592662,2021,2423,-0.208,0.149
"3554",592716,2021,547,0.353,1.529
"3555",592717,2021,579,0.902,1.885
"3556",592741,2021,916,0.296,0.613
"3557",592761,2021,2032,0.367,1.004
"3558",592767,2021,2031,0.112,0.396
"3559",592773,2021,1145,-0.42,-0.112
"3560",592789,2021,26,0.559,0.001
"3561",592791,2021,2360,0.259,-0.071
"3562",592826,2021,1640,0.255,0.908
"3563",592831,2021,245,0.644,1
"3564",592836,2021,2503,-0.051,0.374
"3565",592858,2021,396,0.168,0.815
"3566",592865,2021,215,0.203,1.299
"3567",592866,2021,1504,0.288,0.272
"3568",592879,2021,83,0.657,1.838
"3569",593140,2021,354,0.092,0.314
"3570",593144,2021,933,0.326,-0.015
"3571",593334,2021,1563,0.085,0.259
"3572",593372,2021,1190,-0.021,0.822
"3573",593423,2021,2994,-0.477,-0.429
"3574",593576,2021,1210,-0.389,-0.203
"3575",593604,2021,213,0.42,1.771
"3576",593619,2021,510,-0.583,-0.082
"3577",593833,2021,727,-0.195,0.529
"3578",593958,2021,2593,0.124,0.089
"3579",593974,2021,741,-0.648,-0.004
"3580",594056,2021,229,0.36,1.02
"3581",594311,2021,294,-0.079,0.219
"3582",594577,2021,1196,0.021,0.11
"3583",594580,2021,167,-0.167,0.925
"3584",594694,2021,1,NA,NA
"3585",594795,2021,235,0.206,0.486
"3586",594798,2021,1110,-1.079,-1.289
"3587",594809,2021,21,0.956,2.814
"3588",594835,2021,2216,1.102,1.476
"3589",594965,2021,650,0.294,1.132
"3590",594985,2021,198,0.329,0.567
"3591",594986,2021,211,0.201,1.188
"3592",594987,2021,574,0.048,0.659
"3593",595014,2021,1065,-0.673,-0.828
"3594",595191,2021,354,1.035,2.233
"3595",595263,2021,71,-0.486,0.916
"3596",595284,2021,4,NA,NA
"3597",595345,2021,587,0.175,0.705
"3598",595411,2021,273,-0.011,0.884
"3599",595465,2021,772,-0.239,0.916
"3600",595798,2021,71,-0.176,0.875
"3601",595881,2021,28,0.291,3.512
"3602",595918,2021,56,0.077,0.367
"3603",595928,2021,666,0.045,0.054
"3604",595939,2021,479,0.188,0.768
"3605",596001,2021,539,0.369,0.94
"3606",596027,2021,533,-0.133,1.735
"3607",596049,2021,198,0.82,1.593
"3608",596056,2021,10,NA,NA
"3609",596057,2021,978,-0.153,0.979
"3610",596071,2021,438,0.736,1.227
"3611",596082,2021,158,0.226,0.344
"3612",596112,2021,762,0.533,0.455
"3613",596133,2021,1101,0.351,0.259
"3614",596295,2021,1729,0.233,0.374
"3615",596825,2021,7,NA,NA
"3616",597113,2021,70,-0.265,0.349
"3617",598264,2021,905,-0.548,-0.076
"3618",598286,2021,309,0.486,0.821
"3619",598287,2021,574,0.287,0.805
"3620",600887,2021,80,0.519,1.348
"3621",600921,2021,615,0.027,0.851
"3622",600944,2021,31,0.731,0.786
"3623",601713,2021,2603,0.139,0.222
"3624",605130,2021,1181,-0.01,0.572
"3625",605135,2021,2366,0.163,0.16
"3626",605138,2021,408,0.347,0.717
"3627",605151,2021,903,0.21,0.704
"3628",605154,2021,301,0.541,0.558
"3629",605155,2021,30,-0.008,1.354
"3630",605164,2021,1486,0.966,0.931
"3631",605177,2021,929,0.516,0.927
"3632",605194,2021,531,-0.265,0.181
"3633",605195,2021,418,0.536,1.454
"3634",605200,2021,2449,1.079,1.445
"3635",605218,2021,107,0.046,1.194
"3636",605240,2021,135,0.361,2.456
"3637",605242,2021,1176,-0.132,0.681
"3638",605276,2021,364,0.357,1.205
"3639",605280,2021,1073,-0.618,-0.126
"3640",605288,2021,2244,-0.031,0.779
"3641",605309,2021,200,0.371,-0.424
"3642",605347,2021,2052,-0.222,0.445
"3643",605359,2021,435,0.179,0.39
"3644",605388,2021,436,0.595,1.109
"3645",605397,2021,2878,0.093,0.383
"3646",605400,2021,2821,-0.152,-0.024
"3647",605441,2021,452,-0.944,0.574
"3648",605447,2021,836,-0.623,-0.116
"3649",605452,2021,1672,0.092,0.233
"3650",605483,2021,2310,-0.387,0.058
"3651",605488,2021,648,-0.186,0.091
"3652",605501,2021,15,0.153,4.771
"3653",605507,2021,1171,0.2,1.026
"3654",605513,2021,772,-0.211,-0.052
"3655",605521,2021,336,-0.048,0.567
"3656",605525,2021,723,-0.068,0.45
"3657",605538,2021,726,0.623,0.806
"3658",605540,2021,2771,-0.158,-0.576
"3659",605541,2021,321,0.506,1.514
"3660",606149,2021,1222,-0.379,-0.045
"3661",606160,2021,823,-0.243,-0.328
"3662",606162,2021,23,0.323,0.838
"3663",606213,2021,2,NA,NA
"3664",606303,2021,633,0.178,0.135
"3665",606424,2021,970,0.129,0.469
"3666",606625,2021,47,0.027,0.767
"3667",606930,2021,467,-0.421,0.444
"3668",606965,2021,142,0.451,0.991
"3669",607067,2021,91,0.457,1.491
"3670",607074,2021,2210,-0.182,0.004
"3671",607179,2021,131,-0.085,1.032
"3672",607188,2021,631,0.165,1.276
"3673",607192,2021,1237,-0.55,-0.518
"3674",607200,2021,2292,0.321,0.779
"3675",607216,2021,132,-0.188,0.26
"3676",607219,2021,425,0.136,0.555
"3677",607229,2021,420,0.042,0.009
"3678",607231,2021,1951,0.28,1.278
"3679",607237,2021,822,-0.111,0.939
"3680",607352,2021,41,0.38,2.987
"3681",607359,2021,681,-0.166,1.07
"3682",607374,2021,118,0.744,1.945
"3683",607391,2021,410,0.254,0.76
"3684",607455,2021,605,0.026,0.283
"3685",607457,2021,265,0.39,0.579
"3686",607468,2021,62,1.093,1.968
"3687",607481,2021,935,-0.459,0.482
"3688",607536,2021,1862,0.597,1.059
"3689",607560,2021,561,0.717,1.083
"3690",607572,2021,843,-0.074,0.799
"3691",607625,2021,721,0.222,0.33
"3692",607644,2021,2202,0.403,0.336
"3693",607680,2021,6,NA,NA
"3694",607755,2021,26,-0.531,1.388
"3695",608032,2021,984,-0.271,0.292
"3696",608328,2021,773,0.749,1.049
"3697",608331,2021,2524,0.255,0.459
"3698",608334,2021,431,0.295,1.364
"3699",608335,2021,1179,-0.079,0.712
"3700",608337,2021,2944,-0.228,-0.042
"3701",608344,2021,2652,0.725,0.703
"3702",608349,2021,390,0.391,-0.007
"3703",608371,2021,805,0.061,0.172
"3704",608379,2021,1837,0.081,0.319
"3705",608566,2021,2744,0.194,0.929
"3706",608638,2021,830,-1.095,0.183
"3707",608648,2021,1041,-0.186,0.346
"3708",608650,2021,359,-0.266,-0.003
"3709",608652,2021,467,0.771,0.632
"3710",608665,2021,831,-0.226,0.593
"3711",608678,2021,825,-0.374,0.284
"3712",608686,2021,2,NA,NA
"3713",608700,2021,2,NA,NA
"3714",608716,2021,975,0.534,0.422
"3715",608717,2021,1347,0.737,0.751
"3716",608718,2021,1171,0.453,0.683
"3717",608723,2021,982,0.359,0.612
"3718",612434,2021,1215,-0.724,0.412
"3719",613534,2021,946,-0.588,1.04
"3720",614179,2021,1016,-0.25,-0.151
"3721",615698,2021,2094,0.148,0.902
"3722",617228,2021,919,-0.545,0.823
"3723",620396,2021,102,0.062,0.859
"3724",621052,2021,1225,-0.277,0.568
"3725",621056,2021,66,0.004,0.493
"3726",621057,2021,488,-0.216,0.466
"3727",621074,2021,483,0.022,0.78
"3728",621076,2021,2008,0.243,0.966
"3729",621078,2021,27,0.175,-0.104
"3730",621098,2021,185,0.006,1.017
"3731",621107,2021,1492,0.035,0.003
"3732",621111,2021,3113,-0.002,-0.373
"3733",621112,2021,672,0.623,0.841
"3734",621114,2021,593,0.076,0.146
"3735",621121,2021,2780,-0.146,0.349
"3736",621129,2021,207,0.398,0.978
"3737",621139,2021,191,-0.74,0.079
"3738",621219,2021,1902,0.869,1.073
"3739",621237,2021,1007,-1.422,-0.121
"3740",621242,2021,984,-1.483,-0.23
"3741",621244,2021,2949,-0.029,0.689
"3742",621248,2021,477,0.296,0.574
"3743",621249,2021,1131,0.321,0.926
"3744",621259,2021,50,0.44,1.853
"3745",621261,2021,155,0.465,0.454
"3746",621295,2021,991,0.219,0.879
"3747",621345,2021,818,-0.267,0.043
"3748",621348,2021,783,0.033,0.591
"3749",621366,2021,268,-0.339,0.586
"3750",621368,2021,1627,-0.223,0.45
"3751",621381,2021,132,0.224,0.309
"3752",621500,2021,2,NA,NA
"3753",621593,2021,273,-0.088,1.191
"3754",622065,2021,877,0.567,1.32
"3755",622072,2021,2126,0.026,0.511
"3756",622075,2021,845,0.091,1.398
"3757",622088,2021,528,0.64,0.211
"3758",622092,2021,902,-0.329,0.735
"3759",622098,2021,606,0.104,0.18
"3760",622110,2021,1,NA,NA
"3761",622250,2021,1052,-0.834,0.258
"3762",622251,2021,1086,0.105,0.797
"3763",622253,2021,972,-0.41,0.131
"3764",622256,2021,93,0.005,1.407
"3765",622446,2021,409,0.553,1.552
"3766",622491,2021,3119,-0.824,-0.579
"3767",622492,2021,47,0.516,0.898
"3768",622503,2021,1320,0.217,1.404
"3769",622554,2021,14,-1.01,-1.426
"3770",622608,2021,2381,0.441,0.674
"3771",622663,2021,98,-0.138,0.814
"3772",622694,2021,802,0.292,0.501
"3773",622766,2021,685,-0.547,0.367
"3774",622780,2021,333,-0.237,1.042
"3775",622786,2021,32,0.123,1.834
"3776",623149,2021,1086,-0.732,-0.35
"3777",623167,2021,2699,0.302,0.26
"3778",623352,2021,904,-1.567,-1.289
"3779",623354,2021,64,0.769,0.364
"3780",623364,2021,288,0.435,1.102
"3781",623433,2021,102,0.503,0.889
"3782",623437,2021,84,0.187,-1.511
"3783",623454,2021,347,0.414,0.601
"3784",623465,2021,240,-0.457,-0.508
"3785",623470,2021,80,0.487,1.261
"3786",623474,2021,295,0.142,0.858
"3787",623485,2021,554,0.663,0.95
"3788",624133,2021,1564,-0.173,0.175
"3789",624418,2021,65,0.745,3.215
"3790",624427,2021,82,0.015,1.407
"3791",624522,2021,949,0.202,0.697
"3792",624586,2021,180,-0.046,0.672
"3793",624647,2021,544,0.083,0.603
"3794",625643,2021,928,-0.092,0.039
"3795",626929,2021,187,0.823,1.522
"3796",628317,2021,1766,0.25,0.792
"3797",628345,2021,124,-0.09,0.979
"3798",628452,2021,1044,-0.631,-0.88
"3799",628711,2021,2670,0.094,-0.349
"3800",640444,2021,2140,0.267,1.12
"3801",640448,2021,1124,-0.232,0.062
"3802",640451,2021,139,-0.73,-0.593
"3803",640455,2021,2838,0.029,0.315
"3804",640462,2021,236,-0.144,0.698
"3805",640464,2021,229,0.265,2.193
"3806",640470,2021,1926,0.097,0.327
"3807",641154,2021,1661,-0.296,-0.121
"3808",641302,2021,1589,0.576,0.595
"3809",641312,2021,433,0.34,0.565
"3810",641329,2021,19,-0.198,0.924
"3811",641360,2021,764,-0.202,-0.414
"3812",641384,2021,13,0.843,1.793
"3813",641386,2021,658,0.312,1.263
"3814",641394,2021,1082,-0.444,0.798
"3815",641401,2021,892,-0.675,-0.073
"3816",641420,2021,176,-0.053,0.998
"3817",641447,2021,256,0.898,1.35
"3818",641482,2021,1402,0.317,0.293
"3819",641540,2021,1881,0.439,1.176
"3820",641541,2021,213,0.559,1.757
"3821",641576,2021,12,1.32,5.139
"3822",641582,2021,727,0.121,0.441
"3823",641632,2021,424,-0.043,0.748
"3824",641672,2021,160,0.062,1.408
"3825",641682,2021,537,-0.616,0.511
"3826",641703,2021,77,0.404,0.637
"3827",641712,2021,131,0.787,1.323
"3828",641726,2021,218,0.138,0.969
"3829",641729,2021,836,-0.23,0.648
"3830",641743,2021,226,0.119,0.972
